Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
446,building,986,1422,4266,triangles,"[[-0.5161394264, -0.4162706174, -0.102925998], [0.4838605736, 0.2643763924, 0.204931727]]","[-1.9096214953611844e-11, -7.726482148549282e-13, -7.414977479269092e-12]",1.248221426987959,1.0257737946683285,0.16880776936605624,0.050485654834464135,3.7442637994754295,1.0283054010244321,10.783597553802574,"[0.28135767479579543, 0.4562127269287756, 0.4530335441627214, 0.37832274916044806, 0.3099703196902831, 0.30297611760496385, 0.2584675588802053, 0.21300524532563042, 0.1799417445586669, 0.13130024823803785, 0.08997087227933345, 0.06708075636374332, 0.04323688561833692, 0.014306322447243834]","[0.2862419246992747, 0.895111136048141, 0.34011724604201865, 0.03341831526767309, 0.006714895123878238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3162315160405376, 0.6523134877181755, 0.6133987331028701, 0.3081734102868633, 0.054048270299035334, 0.018081603154586366, 0.0027515483061327077, 0.0003930783294475297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22715407271812124, 0.6952555861364788, 0.6657482546304353, 0.14736205793550677, 0.009079178924936437, 0.0013967967576825288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4333437790124123, 0.8770342493776491, 0.2073902987338195, 0.003651773418643924, 0.00015215722577683016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
447,building,1023,1644,4932,triangles,"[[-0.5582897879, -0.2703366373, -0.2432590808], [0.4417102121, 0.2667391653, 0.2855006114]]","[-1.5545836285569363e-12, 2.3237919787953927e-13, -1.2418041885034163e-12]",1.2522129331043794,3.5116220445394983,0.21211471927296077,0.13186295550400068,22.02040567028038,1.0825285506194233,5.599976303579415,"[0.2638551804318216, 0.3846714314955027, 0.43255973826426747, 0.3530588891187364, 0.3740295855468883, 0.3533718845878133, 0.3270802651853542, 0.24131950665828525, 0.15368077531675495, 0.10078454104275986, 0.06353808022260948, 0.042880379263534475, 0.03067355596953561, 0.008450877665076137]","[0.07566658468604635, 0.7413523713882875, 0.38734085017857056, 0.539754970760464, 0.05747057265440187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2067648414558349, 0.3765038321223833, 0.5306295122151362, 0.5770233493487, 0.44475630405926087, 0.04550164795791836, 0.021412540215490994, 0.024981296918072826, 0.0028996148208477387, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1124763437643701, 0.3855167434822251, 0.5424130925738283, 0.684638614217905, 0.27263287673320147, 0.03810339906510364, 0.001833853430940817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22473987186736938, 0.6516897692922891, 0.6589514552929745, 0.29977729387445295, 0.026626182002513522, 0.000186197076940654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
448,building,1062,1998,5994,triangles,"[[-0.5772515483, -0.37270867, -0.4170449282], [0.4227484517, 0.4049530894, 0.4570704695]]","[7.05987545095605e-12, 2.9907713738557553e-12, -3.797671361743805e-12]",1.5391021865130765,7.1335291865173645,0.5100477803384117,0.3351201894666021,28.579838359145427,1.1621729504118907,4.431567657830209,"[0.28698755558536865, 0.3580240792451133, 0.39591022519697716, 0.43411208903177323, 0.3678113336160115, 0.34918397852301175, 0.2866718377024364, 0.22921118300877627, 0.1723819640809805, 0.11144841267506615, 0.08524382839169366, 0.04672624667396541, 0.02620458428337249, 0.00726151130744057]","[0.0027427977026879963, 0.08970561898203093, 0.6364904080649497, 0.7581415532312291, 0.10825983873550855, 0.01807019662947386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1676172792850832, 0.29621116073660797, 0.35959144446628005, 0.47168549998817944, 0.47613783396918946, 0.48399489393567774, 0.24252125096560476, 0.11183215352301645, 0.00942847195978593, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08125554521525062, 0.28723464767579476, 0.4541913302457322, 0.50358679846169, 0.4820997697877484, 0.435668029664748, 0.15806549829106503, 0.0612503805877877, 0.0064214108680745174, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15301645247554807, 0.4840492285353253, 0.6456863262207634, 0.4902991963124955, 0.277584775758459, 0.08749954888038382, 0.01637922589879106, 0.0006465483907417524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
449,building,1065,1863,5589,triangles,"[[-0.5156030321, -0.3760016626, -0.3057619527], [0.4843969679, 0.3667903634, 0.3158554462]]","[1.0766367304500033e-11, -1.704947907508542e-11, -2.9688642221484535e-12]",1.3921739059845888,2.336389546099606,0.3609947688247449,0.21151860201177125,2.520497405819152,1.0306254597186966,17.818857880799605,"[0.5271755651383545, 0.4087657607823083, 0.2916156351960073, 0.2465821191776174, 0.26201318410699576, 0.30232290473884127, 0.32027332720770996, 0.2856321610397177, 0.20343812131384525, 0.1121114105073203, 0.07306136864521998, 0.06329885817969488, 0.037475443399918866, 0.015431064929378357]","[0.0, 0.01239461815124254, 0.16630753468755813, 0.7490114816966061, 0.6412253719509906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4229032127416693, 0.3269525446439548, 0.29917058176311523, 0.18804273023975684, 0.13350776606625692, 0.15743112299142434, 0.4578879067397636, 0.5805915761301385, 0.005916529132030653, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27804341937705807, 0.4445625233462069, 0.41412354735184637, 0.38547509935715407, 0.4443067336319686, 0.43023829934886076, 0.14938119311518114, 0.011766326854962898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.408073507245818, 0.6580815047405553, 0.5161794003690671, 0.32872588083690896, 0.15827542410665987, 0.029178095425498304, 0.0006297430667373734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
450,building,955,2245,6735,triangles,"[[-0.4947917981, -0.1463057847, -0.104258329], [0.5052082019, 0.1609576024, 0.1569868516]]","[7.440733523089108e-12, 4.928236275013759e-12, 1.4853399954881775e-12]",1.0782670510772787,2.3540084145599613,0.07079611378565136,0.05789288608508736,34.41289885859431,1.036435413778567,11.393156596080145,"[0.30834821891701064, 0.47947508314999887, 0.4538860193394586, 0.3656037491930946, 0.31186671519095993, 0.26452694714146036, 0.22998171099723097, 0.20631182697248118, 0.17752413018562335, 0.14010012436270816, 0.1023562552421612, 0.08796240684873229, 0.0553363504902934, 0.01535343828632418]","[0.5162442710451064, 0.8045015829177562, 0.20341244036315173, 0.20018367146849853, 0.06941853123504385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24964077547925473, 0.7350533944666945, 0.5337499260042562, 0.2973662178502887, 0.1468475149877969, 0.04344238985055658, 0.02325085653973451, 0.007954240395172332, 0.002243503701202453, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18036130489054386, 0.7154210059372889, 0.6214067630034528, 0.2597713935822307, 0.04472522236658224, 0.0038335904885641917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3808191614419859, 0.8649625853320692, 0.3262117315194938, 0.02005987221642568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
451,building,905,1687,5061,triangles,"[[-0.4543613831, -0.2887730149, -0.1383950984], [0.5456386169, 0.3286246088, 0.1201932089]]","[4.6070820976144545e-12, 8.29106107609998e-12, 1.0239855241641917e-11]",1.2033485523416256,2.8282203199348395,0.10693392159999057,0.0734501107571228,37.076815956468316,1.0522913829640737,12.838530385141443,"[0.3479292939280493, 0.4462361858412377, 0.441738484904033, 0.3806982578991121, 0.3238344674787384, 0.26761320576367964, 0.2261701042708649, 0.1962925194737194, 0.1721976930244085, 0.14842413092775508, 0.11501263825137732, 0.07389080111122007, 0.05332988254114144, 0.019275861159448713]","[0.33504952840486785, 0.8678616933889575, 0.2869122258280274, 0.22765294720455231, 0.02033236246025391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31813453043100515, 0.527371632489864, 0.6672909215967082, 0.3754714868234123, 0.17778735358988923, 0.047495538504158136, 0.023319881517807374, 0.002353382538494322, 0.00021394386713584747, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22761646105372263, 0.7042309465393998, 0.5837166802257293, 0.32091782852237066, 0.09116321113082486, 0.014967094364762292, 0.0011662670933581007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4452056394615012, 0.8165991163925215, 0.3653951973574372, 0.037989103966026304, 0.0009997132622638501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
452,building,1000,2000,6000,triangles,"[[-0.5008808567, -0.3663021744, -0.42166048], [0.4991191433, 0.4016133288, 0.417856785]]","[8.342197382124475e-13, 1.7187687445809472e-12, -1.3402202315705366e-12]",1.514755246991404,9.937715857656151,0.583621662652279,0.4615391739793815,40.73710992259387,1.2222237242629665,3.027561298913105,"[0.1497156441312347, 0.3452442753666272, 0.4195032348557196, 0.4509435201232789, 0.4126163152256828, 0.38686522443511046, 0.27667451035452173, 0.22936436680905153, 0.13833725517726086, 0.08443962329001636, 0.05090331900461979, 0.029344266249722, 0.015570426989648408, 0.00479090061219951]","[0.0, 0.001576306150716237, 0.30249315032244584, 0.8852535342422386, 0.3515162716097208, 0.03546688839111533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05927200583531217, 0.17335750379266082, 0.2798373018861862, 0.36953210717679136, 0.47811002937068176, 0.539480159306359, 0.39864357906935616, 0.2643636366459941, 0.05586255417221899, 0.004196248200730065, 0.0, 0.0, 0.0, 0.0]","[0.02036878078461065, 0.12491216167911832, 0.22037548366964294, 0.35436770425274433, 0.49056858781249024, 0.5521657441611321, 0.47412631898635876, 0.19779803990838776, 0.01938715279499086, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.053205969065450484, 0.2441486026379979, 0.4452257065087264, 0.5677606655685518, 0.5398908722485538, 0.3381227817665858, 0.10526029377883495, 0.009673812557354633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
453,building,1044,2144,6432,triangles,"[[-0.4993506569, -0.4878913958, -0.3534750193], [0.5006493431, 0.4738347997, 0.3876138629]]","[9.626271968609911e-12, -8.942462441449463e-12, 5.725075371626297e-12]",1.5729367458456014,8.751055330490656,0.5221374175734638,0.3499631989776609,48.382038244430774,1.1887524453290335,4.071605064439913,"[0.2419792482091022, 0.43046503452542495, 0.4861611683784953, 0.40057162935004825, 0.3272541198146506, 0.2841446828775283, 0.24009124367170998, 0.22750454675576187, 0.18376577497284224, 0.11705628131831732, 0.09628823140700295, 0.06167481488814568, 0.03744542332494559, 0.012272029493049395]","[0.0, 0.13987146880443851, 0.592489255497453, 0.7505213145087101, 0.2570421998503539, 0.006286358148514091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12207883817612189, 0.2986156781601967, 0.4761848973254649, 0.5275457615898376, 0.46844205346651424, 0.33526513909256306, 0.21421868009763462, 0.11149695156888934, 0.02658376391573056, 0.0005161895905967099, 0.0, 0.0, 0.0, 0.0]","[0.06205718929677793, 0.2823365253502263, 0.48769371283231205, 0.5686996622197091, 0.4919571838527014, 0.3076804919714295, 0.1314570231286708, 0.034581487165380065, 0.0021317355101946617, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15435112105809673, 0.5443463612691839, 0.6315515774073425, 0.47213284088359003, 0.23163225690934627, 0.06566785040912188, 0.01140213479772534, 0.00042230128880464224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
454,building,1044,1707,5121,triangles,"[[-0.5823655827, -0.3583231954, -0.2620680795], [0.4176344173, 0.3756202328, 0.2967069437]]","[-1.543645036691539e-11, -4.932200787859778e-12, -1.3866762335351056e-12]",1.360478769533038,1.4090200331148028,0.18882514348492288,0.11112372641585502,2.003021158669287,1.0281032704108493,4.168993966544985,"[0.40304343298417394, 0.3403191956083448, 0.4043300840072679, 0.3869602951954998, 0.35254238032773716, 0.30332797869439426, 0.26183348319961497, 0.2261289173087584, 0.18752938661594046, 0.15214648348085735, 0.09778547775513877, 0.05918594706232083, 0.032809601088895246, 0.008684894405884035]","[0.0021347162631706854, 0.3985351054396349, 0.8292551637701508, 0.3913099119335187, 0.01937665531185699, 0.0014778804898873976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.36815227474338386, 0.3506106404220767, 0.5180333274887301, 0.6492625158924333, 0.21560666994923144, 0.04329897079310003, 0.05395717898832465, 0.01887391034571027, 0.002664552048806156, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34717116373511714, 0.6115247788692998, 0.5017639211235281, 0.4372766566129338, 0.2420480887109977, 0.06249964334417185, 0.006183710295536438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5400350915600206, 0.7151918322901709, 0.39514301445495026, 0.19709862185833327, 0.043316299813395694, 0.000756616590626999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
455,building,1048,1854,5562,triangles,"[[-0.2480113463, -0.4242062342, -0.2825436522], [0.2893093911, 0.5757937658, 0.3956190316]]","[-6.968420423367742e-12, 1.2405302776604258e-11, 3.1143241688773316e-13]",1.3223532812901773,1.7325540196175053,0.28970434551663454,0.19391337401522057,1.2229042488556323,1.0419923549908994,3.4147552169405033,"[0.2565836362919028, 0.45187934955863573, 0.4712501438826531, 0.39154408854940115, 0.33374925958266066, 0.26166450037689093, 0.25436075825472043, 0.20736276546857985, 0.1800531210117684, 0.11971786000253384, 0.11019123984318102, 0.07526029925888733, 0.04763310079676413, 0.014289930239029238]","[0.0, 0.29067159890955985, 0.8776524660743298, 0.35732874823166083, 0.13248522962278284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17035632117988653, 0.42601196676278874, 0.5580805230117761, 0.5064647386429059, 0.3770617862815127, 0.263652457245685, 0.09620406757953762, 0.024232762614493104, 0.0012116381307246552, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09264880947780957, 0.4437743700350154, 0.6066930495032409, 0.5194151855024058, 0.3571678742188021, 0.16336625825797338, 0.04811471989789627, 0.0062661030564702125, 0.0004475787897478723, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23598248152545526, 0.6980654311121507, 0.5812600319651289, 0.32393240135696916, 0.11799124076272763, 0.017194703427734177, 0.001976402692843009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
456,building,1105,1441,4323,triangles,"[[-0.4753951412, -0.3468177829, -0.3967622041], [0.4280574644, 0.5069268314, 0.6032377959]]","[-1.2964224741835712e-11, -2.1471067613310693e-11, 2.7147925558088706e-11]",1.5953389849845971,1.7741588628734521,0.3111700050393755,0.1811150153802351,1.50527631323705,1.2143643021370425,4.928949517479264,"[0.3182299418760136, 0.46320135984175315, 0.4397359196832188, 0.3812330414797496, 0.30697938837534644, 0.25169095402921077, 0.2478336214004106, 0.2137605165126758, 0.18740207688254135, 0.15557908269493997, 0.11797008956413838, 0.0771466525760033, 0.03503743804493483, 0.01864377437253413]","[0.19778421841159696, 0.9481692701389416, 0.14676783984377217, 0.19778421841159696, 0.033704514369133486, 0.007813319240117309, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.32710345854581074, 0.5798752478199167, 0.5814192290807533, 0.40584650284847723, 0.22520069533059525, 0.051171950359155824, 0.023159718912548973, 0.010807868825856187, 0.0011028437577404273, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24740272038485378, 0.6756779888142265, 0.5847330743306495, 0.34689279461856554, 0.13651909981762902, 0.036418657030336206, 0.006307141720337556, 0.0002034561845270179, 0.0004069123690540358, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4752370477013845, 0.7890761475692241, 0.37618542356850165, 0.09870037723879456, 0.015806110233970657, 0.001229364129308829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
457,building,981,1668,5004,triangles,"[[-0.5032872019, -0.3353968552, -0.2671367382], [0.4967127981, 0.2970646251, 0.2195772733]]","[-2.2295015075951147e-11, -6.676131419506518e-12, 3.1656181128397397e-13]",1.279413167453614,1.7227841752491362,0.25268401340018953,0.19221290509145475,1.2237005714057607,1.093280738440687,9.790062835223008,"[0.2305206299008132, 0.44558912455519706, 0.4370746826847156, 0.3881954793541738, 0.3383702269269119, 0.3062045576384263, 0.2904370726930902, 0.2349355256855073, 0.1769111810866706, 0.12834732745503552, 0.08514441870481472, 0.052978749416329164, 0.029327521998325074, 0.009460490967201637]","[0.0, 0.10771991200243614, 0.5615300363295309, 0.7257762387886909, 0.3825301165499052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11069619751604103, 0.3302032558507696, 0.3738353337038076, 0.4344354418330272, 0.5357049558623007, 0.34151527603489057, 0.28495517511428564, 0.2542511203288144, 0.027741382832487164, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04988533893489352, 0.2116563666237625, 0.41143527159635984, 0.5195201726219625, 0.5306849865740577, 0.43875343339403966, 0.19787851110841095, 0.015678249379537962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11184475811802058, 0.38002500686509755, 0.6428498896617721, 0.5864125715690692, 0.2891897613217328, 0.047992317940145114, 0.0014418292943391235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
458,building,958,1752,5256,triangles,"[[-0.5039875903, -0.4204092589, -0.1988016483], [0.4960124097, 0.409041408, 0.1220979217]]","[-9.545925586050012e-14, 1.2415809008598586e-11, 4.168088567737667e-13]",1.338269383512542,4.689888297510322,0.15894717329576627,0.10615141970735359,80.94378517074293,1.1046949211140276,23.929806360351442,"[0.41983216710608967, 0.5437066012027914, 0.40706160688993487, 0.30840902922013885, 0.24711034018259573, 0.2087986595341313, 0.19219693125313003, 0.17112550689647457, 0.1762337309829365, 0.16474022678839717, 0.13760278632906817, 0.11716988998322046, 0.06800323315102441, 0.030649344518771566]","[0.06517182506576814, 0.5051736948600785, 0.7343796897947715, 0.43760855418455047, 0.098678243602406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24617210173815504, 0.5435260299025999, 0.46013710294464477, 0.4701238007839208, 0.37874551555454483, 0.2271973758435305, 0.11984037407131279, 0.041444796032995675, 0.009487362947312263, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15248387202219837, 0.5741571494020207, 0.6182411738553657, 0.44659033467953907, 0.24235565134254433, 0.0805012620452388, 0.014481708516074705, 0.0008518652068279238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3417038574251833, 0.8037309081107976, 0.47078419721111875, 0.12452662359267315, 0.010508575830605328, 0.00017514293051008883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
459,building,1001,1998,5994,triangles,"[[-0.4871765337, -0.3734759427, -0.3935233281], [0.5128234663, 0.4022197367, 0.4317577704]]","[-7.736677946807103e-12, 6.518996266388493e-12, 3.890466573784654e-12]",1.5108913523417873,2.064798609119874,0.2468873066899615,0.2005959122700816,1.9343567175014518,1.0456600714015918,5.380244964743222,"[0.2406878567628249, 0.3874792804582278, 0.459466545809918, 0.4043806384103638, 0.37245585116744034, 0.29859065715440175, 0.26635288180125355, 0.2566502503842866, 0.184037008812147, 0.10798089802753523, 0.06697945558809432, 0.03912351377809247, 0.02535203692820392, 0.020344227164608087]","[0.0, 0.030786304540145026, 0.42667426923356333, 0.8922050393430379, 0.1448151898029152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12825090722862428, 0.306147326932845, 0.44370676775064366, 0.512486488159543, 0.4866294504118365, 0.3433814612895424, 0.25210611804013844, 0.10963384005027559, 0.003361414907201846, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0547558543458337, 0.2505139087238572, 0.4591971647714981, 0.55719369379387, 0.5205331217855007, 0.34686541207918686, 0.14640728436675707, 0.014570227336659611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1995212252138423, 0.4245725856969827, 0.6258101225255678, 0.5558704242248015, 0.2750389362625224, 0.06028544546783837, 0.004290779036856824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
460,building,988,1664,4992,triangles,"[[-0.5076224372, -0.3441876804, -0.3554431778], [0.4923775628, 0.4271747357, 0.3617361738]]","[8.868109568019191e-12, 1.0823410978764386e-11, 4.8063333384503006e-12]",1.4523588397269547,6.5887967447979126,0.4559707813230453,0.3145088201840252,25.568208476725033,1.2410527903026942,2.627986371793375,"[0.17520139592778577, 0.33070021272874445, 0.3928391161287376, 0.4704369662282414, 0.42981934156678236, 0.37707705282727594, 0.2734111749599702, 0.21430343757948883, 0.15034583456778847, 0.09245056359511186, 0.06426071961365153, 0.031221010000972205, 0.017580762913168815, 0.011518430874145086]","[0.0, 0.027183844885641215, 0.5474661609393077, 0.7886610028337242, 0.27842847185899183, 0.005766270127257228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.071837987667274, 0.1981913276777985, 0.251432956835459, 0.4287352242695821, 0.5961024508561035, 0.46694691983728104, 0.3100242233725974, 0.19564388130661858, 0.02751242080874324, 0.0010189785484719716, 0.0, 0.0, 0.0, 0.0]","[0.04547408806717803, 0.15052652681060535, 0.24706777260028276, 0.4474455724257089, 0.5186964162956724, 0.5352324483201008, 0.38567862927563823, 0.09872983826349882, 0.0029181232984285366, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10436624493522727, 0.31425068011401763, 0.5024785434960942, 0.5667570917012341, 0.4907287013510686, 0.2700159802739213, 0.05414142949178456, 0.0011519453083358418, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
